indicator,area_name,area_code,area_type,year,period,numerator,measure,lower_confidence_interval,upper_confidence_interval,definition,data_source
Active travel to school,Highland,S12000017,Council area,2015,2015/16 school year,7150,47.29,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Highland,S12000017,Council area,2016,2016/17 school year,6196,45.74,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Highland,S12000017,Council area,2017,2017/18 school year,9370,46.17,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Highland,S12000017,Council area,2018,2018/19 school year,8055,46.85,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Highland,S12000017,Council area,2019,2019/20 school year,8846,45.81,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Highland,S12000017,Council area,2020,2020/21 school year,8626,49.71,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Highland,S12000017,Council area,2021,2021/22 school year,6777,46.05,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Inverclyde,S12000018,Council area,2008,2008/09 school year,3561,50.33,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Inverclyde,S12000018,Council area,2009,2009/10 school year,3789,48.4,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Inverclyde,S12000018,Council area,2010,2010/11 school year,3635,46.17,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Inverclyde,S12000018,Council area,2011,2011/12 school year,3618,45.28,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Inverclyde,S12000018,Council area,2012,2012/13 school year,2903,41.06,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Inverclyde,S12000018,Council area,2013,2013/14 school year,3002,39.79,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Inverclyde,S12000018,Council area,2014,2014/15 school year,3040,37.96,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Inverclyde,S12000018,Council area,2015,2015/16 school year,2901,35.1,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Inverclyde,S12000018,Council area,2016,2016/17 school year,2370,36.7,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Inverclyde,S12000018,Council area,2017,2017/18 school year,2668,35.53,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Inverclyde,S12000018,Council area,2018,2018/19 school year,2481,35.66,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Inverclyde,S12000018,Council area,2019,2019/20 school year,2061,32.33,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Inverclyde,S12000018,Council area,2020,2020/21 school year,258,44.25,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Inverclyde,S12000018,Council area,2021,2021/22 school year,2065,37.76,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Midlothian,S12000019,Council area,2008,2008/09 school year,6054,60.95,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Midlothian,S12000019,Council area,2009,2009/10 school year,5366,58.47,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Midlothian,S12000019,Council area,2010,2010/11 school year,5681,58.56,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Midlothian,S12000019,Council area,2011,2011/12 school year,5984,58.59,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Midlothian,S12000019,Council area,2012,2012/13 school year,6038,57.75,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Midlothian,S12000019,Council area,2013,2013/14 school year,6231,59.69,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Midlothian,S12000019,Council area,2014,2014/15 school year,6164,59.49,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Midlothian,S12000019,Council area,2015,2015/16 school year,6124,60.58,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Midlothian,S12000019,Council area,2016,2016/17 school year,6369,59.15,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Midlothian,S12000019,Council area,2017,2017/18 school year,6382,61.85,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Midlothian,S12000019,Council area,2018,2018/19 school year,6057,61.1,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Midlothian,S12000019,Council area,2019,2019/20 school year,6482,59.03,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Midlothian,S12000019,Council area,2020,2020/21 school year,6487,61.04,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Midlothian,S12000019,Council area,2021,2021/22 school year,6305,61.18,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Moray,S12000020,Council area,2008,2008/09 school year,5201,53.64,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Moray,S12000020,Council area,2009,2009/10 school year,5652,55.14,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Moray,S12000020,Council area,2010,2010/11 school year,5572,51.31,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Moray,S12000020,Council area,2011,2011/12 school year,5616,52,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Moray,S12000020,Council area,2012,2012/13 school year,4638,48.81,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Moray,S12000020,Council area,2013,2013/14 school year,5115,51.61,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Moray,S12000020,Council area,2014,2014/15 school year,5400,50.75,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Moray,S12000020,Council area,2015,2015/16 school year,5425,50.31,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Moray,S12000020,Council area,2016,2016/17 school year,4800,52.26,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Moray,S12000020,Council area,2017,2017/18 school year,4933,49.87,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Moray,S12000020,Council area,2018,2018/19 school year,4933,51.86,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Moray,S12000020,Council area,2019,2019/20 school year,4506,51.5,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Moray,S12000020,Council area,2020,2020/21 school year,5376,51.92,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Moray,S12000020,Council area,2021,2021/22 school year,4953,52.27,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,North Ayrshire,S12000021,Council area,2008,2008/09 school year,5935,55.26,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,North Ayrshire,S12000021,Council area,2009,2009/10 school year,5651,48.55,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,North Ayrshire,S12000021,Council area,2010,2010/11 school year,5315,46.57,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,North Ayrshire,S12000021,Council area,2011,2011/12 school year,5988,48.38,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,North Ayrshire,S12000021,Council area,2012,2012/13 school year,6989,51.66,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,North Ayrshire,S12000021,Council area,2013,2013/14 school year,7752,54.41,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,North Ayrshire,S12000021,Council area,2014,2014/15 school year,7506,54.22,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,North Ayrshire,S12000021,Council area,2015,2015/16 school year,7498,53.86,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,North Ayrshire,S12000021,Council area,2016,2016/17 school year,5935,52.04,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,North Ayrshire,S12000021,Council area,2017,2017/18 school year,6537,51.75,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,North Ayrshire,S12000021,Council area,2018,2018/19 school year,6230,52.41,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,North Ayrshire,S12000021,Council area,2019,2019/20 school year,5113,51.75,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,North Ayrshire,S12000021,Council area,2020,2020/21 school year,3914,44.46,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,North Ayrshire,S12000021,Council area,2021,2021/22 school year,2903,51.7,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Orkney Islands,S12000023,Council area,2008,2008/09 school year,266,25.38,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Orkney Islands,S12000023,Council area,2009,2009/10 school year,873,36.7,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Orkney Islands,S12000023,Council area,2010,2010/11 school year,517,37.71,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Orkney Islands,S12000023,Council area,2011,2011/12 school year,449,45.96,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Orkney Islands,S12000023,Council area,2012,2012/13 school year,765,42.91,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Orkney Islands,S12000023,Council area,2013,2013/14 school year,819,34.64,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Orkney Islands,S12000023,Council area,2014,2014/15 school year,883,36.53,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Orkney Islands,S12000023,Council area,2015,2015/16 school year,752,33.71,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Orkney Islands,S12000023,Council area,2016,2016/17 school year,826,34.52,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Orkney Islands,S12000023,Council area,2017,2017/18 school year,732,32.18,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Orkney Islands,S12000023,Council area,2018,2018/19 school year,812,31.82,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Orkney Islands,S12000023,Council area,2019,2019/20 school year,774,31.22,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Orkney Islands,S12000023,Council area,2020,2020/21 school year,766,33.6,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Orkney Islands,S12000023,Council area,2021,2021/22 school year,847,36.78,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Scottish Borders,S12000026,Council area,2008,2008/09 school year,7215,52.55,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Scottish Borders,S12000026,Council area,2009,2009/10 school year,6622,51.02,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Scottish Borders,S12000026,Council area,2010,2010/11 school year,6850,51.3,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Scottish Borders,S12000026,Council area,2011,2011/12 school year,6594,49.61,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Scottish Borders,S12000026,Council area,2012,2012/13 school year,6563,49.85,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Scottish Borders,S12000026,Council area,2013,2013/14 school year,6550,50.21,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Scottish Borders,S12000026,Council area,2014,2014/15 school year,6464,50.39,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Scottish Borders,S12000026,Council area,2015,2015/16 school year,6448,49.61,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Scottish Borders,S12000026,Council area,2016,2016/17 school year,6412,50.46,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Scottish Borders,S12000026,Council area,2017,2017/18 school year,6149,48.91,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Scottish Borders,S12000026,Council area,2018,2018/19 school year,6474,49.6,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Scottish Borders,S12000026,Council area,2019,2019/20 school year,6257,49.46,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Scottish Borders,S12000026,Council area,2020,2020/21 school year,1165,58.1,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Scottish Borders,S12000026,Council area,2021,2021/22 school year,4815,51.95,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
